5843,100
5865,100
5757,100
5821,100
5622,100
5828,100
5702,100
6068,100
6487,100
3582,100
3810,100
3970,100
3814,100
3509,100
3936,100
3876,100
5248,100
5452,100
4648,100
4673,100
4943,100
4875,100
4378,100
6523,100
6904,100
6615,100
6619,100
6883,100
6590,100
7339,100
7097,100
7033,100
7486,100
8091,100
8356,100
8136,100
8233,100
7789,100
7503,100
7587,100
7577,100
7542,100
7734,100
7989,100
933,100
595,100
929,100
1026,100
1320,100
1436,100
1247,100
1391,100
1184,100
1037,100
1374,100
1268,100
389,100
423,100
444,100
15,100
8584,100
8597,100
8668,100
8900,100
9418,100
9258,100
1995,100
1885,100
1949,100
2294,100
2136,100
2223,100
2039,100
2056,100
3500,100
3018,100
3377,100
3149,100
3125,100
2865,100
2756,100
2534,100
2607,100
2742,99
2818,99
5785,99
5866,99
5761,99
5758,99
5999,99
6500,99
6108,99
6288,99
6473,99
4000,99
3516,99
3889,99
5476,99
5118,99
5434,99
5387,99
4844,99
4847,99
4644,99
4953,99
4255,99
4138,99
4125,99
4169,99
6872,99
6795,99
6764,99
7417,99
7190,99
7275,99
7011,99
8201,99
7578,99
7848,99
7961,99
965,99
613,99
1115,99
1471,99
1470,99
1191,99
1333,99
1460,99
1005,99
1323,99
415,99
445,99
372,99
8928,99
8987,99
8631,99
9166,99
9027,99
9039,99
9045,99
9046,99
9440,99
9222,99
9148,99
1848,99
1732,99
1583,99
1701,99
1612,99
1631,99
2089,99
2053,99
2299,99
2164,99
3353,99
3237,99
3199,99
3133,99
3251,99
3159,98
3002,98
3463,98
3231,98
3368,98
3023,98
3078,98
3047,98
3143,98
3150,98
3064,98
5801,98
5918,98
5511,98
5837,98
5585,98
5822,98
5596,98
5805,98
6050,98
6208,98
6032,98
3677,98
3661,98
3875,98
3835,98
3567,98
3515,98
3871,98
3732,98
3867,98
5326,98
5388,98
5099,98
5482,98
5102,98
5431,98
4730,98
4573,98
4324,98
4360,98
4351,98
4387,98
4404,98
6971,98
6674,98
6798,98
7298,98
7144,98
7372,98
8198,98
8187,98
7950,98
7715,98
7953,98
846,98
617,98
936,98
961,98
931,98
668,98
999,98
1469,98
1415,98
1181,98
1098,98
299,98
155,98
19,98
342,98
480,98
452,98
309,98
241,98
8567,98
8722,98
8943,98
8927,98
8717,98
8505,98
9334,98
9014,98
9451,98
1565,98
1654,98
1872,98
1993,98
2152,98
2181,98
2201,98
2229,98
2667,98
2549,98
2895,98
2903,98
2778,98
2969,97
2592,97
2888,97
2686,97
5649,97
5853,97
5522,97
5844,97
5613,97
5616,97
6461,97
6148,97
6130,97
3588,97
3831,97
3840,97
3827,97
3806,97
3946,97
3960,97
5490,97
5112,97
5275,97
5437,97
4748,97
4759,97
4927,97
4990,97
4639,97
4233,97
4105,97
6836,97
6893,97
6933,97
7426,97
8446,97
8436,97
8434,97
8324,97
8049,97
8241,97
8360,97
8284,97
8066,97
7502,97
7654,97
7524,97
7954,97
7515,97
7695,97
874,97
910,97
984,97
1092,97
1238,97
1284,97
1440,97
1143,97
1212,97
1327,97
158,97
361,97
197,97
461,97
8807,97
8514,97
8552,97
9269,97
9429,97
1676,97
1642,97
1865,97
1834,97
1600,97
1808,97
1633,97
1985,97
1941,97
2158,97
2188,97
2361,97
2125,97
3245,97
3232,97
3016,97
3439,97
3419,97
3490,97
3102,97
3049,96
3457,96
3126,96
3441,96
5630,96
5552,96
5881,96
5605,96
6477,96
6188,96
6372,96
6270,96
6024,96
6427,96
3536,96
3534,96
5089,96
5261,96
5113,96
5411,96
5258,96
5376,96
5304,96
5225,96
5471,96
5074,96
4664,96
4510,96
4591,96
4744,96
4982,96
4925,96
4789,96
4602,96
4023,96
4185,96
4188,96
4144,96
4447,96
6549,96
6835,96
6851,96
6677,96
6584,96
6984,96
6943,96
6973,96
7500,96
7173,96
7090,96
7363,96
7389,96
8223,96
8139,96
8290,96
8318,96
8251,96
8016,96
7527,96
7537,96
7631,96
7726,96
7983,96
959,96
605,96
927,96
885,96
548,96
1144,96
1406,96
1236,96
1285,96
1130,96
379,96
390,96
217,96
328,96
385,96
87,96
165,96
8623,96
8798,96
8628,96
8574,96
8575,96
8582,96
9331,96
9372,96
9378,96
9221,96
9141,96
9366,96
9500,96
1564,96
1813,96
1783,96
1785,96
1657,96
1521,96
2280,96
2033,96
2211,96
2209,96
2576,96
2918,96
2958,96
2938,96
2689,95
2896,95
2629,95
2502,95
2993,95
2911,95
5701,95
5898,95
5698,95
5873,95
5932,95
5847,95
6250,95
6290,95
6330,95
6071,95
6337,95
6057,95
3572,95
3989,95
3955,95
3909,95
3883,95
3605,95
5378,95
5266,95
5240,95
4638,95
4773,95
4675,95
4308,95
4205,95
4326,95
4354,95
4266,95
6691,95
6737,95
6805,95
6817,95
6970,95
6972,95
6801,95
6855,95
7463,95
7319,95
7240,95
8238,95
8357,95
8222,95
8125,95
8122,95
7700,95
7565,95
7768,95
7984,95
7615,95
7662,95
7718,95
7626,95
588,95
796,95
723,95
1025,95
1381,95
1059,95
1445,95
1405,95
26,95
82,95
421,95
31,95
428,95
248,95
105,95
353,95
8854,95
8857,95
8902,95
9080,95
9187,95
9376,95
9149,95
9208,95
9230,95
9068,95
9245,95
9368,95
9125,95
1618,95
1838,95
1965,95
1530,95
1826,95
2348,95
2049,95
2333,95
2270,95
2235,95
3420,95
3491,95
3077,95
3236,95
3122,94
3438,94
3131,94
3240,94
3404,94
5920,94
5940,94
5598,94
6449,94
6439,94
6247,94
6069,94
6106,94
6474,94
6412,94
3914,94
3680,94
3885,94
3811,94
5012,94
5114,94
5142,94
5494,94
5120,94
5379,94
4849,94
4820,94
4752,94
4502,94
4503,94
4601,94
4855,94
4839,94
4864,94
4427,94
4488,94
4218,94
4133,94
6546,94
6941,94
6950,94
6617,94
6818,94
6548,94
6609,94
6907,94
7136,94
7333,94
8230,94
8393,94
8088,94
8287,94
8299,94
7564,94
7852,94
7551,94
7886,94
7520,94
556,94
544,94
528,94
585,94
1233,94
1093,94
1410,94
1430,94
1345,94
300,94
482,94
352,94
51,94
8974,94
8708,94
8738,94
8687,94
9401,94
9056,94
9293,94
9126,94
9048,94
1882,94
1644,94
1706,94
1627,94
1915,94
1776,94
1957,94
1502,94
1856,94
2264,94
2160,94
2131,94
2107,94
2382,94
2018,94
2910,94
2659,94
2933,94
2926,94
2862,94
2708,94
2510,93
2652,93
2981,93
2746,93
2641,93
2920,93
2540,93
5811,93
5880,93
5889,93
6265,93
6446,93
3641,93
3830,93
3862,93
3857,93
3896,93
3664,93
3930,93
3701,93
3781,93
5492,93
5168,93
5413,93
5322,93
4618,93
4843,93
4593,93
4517,93
4874,93
4548,93
4084,93
4098,93
4480,93
4299,93
6653,93
6614,93
6763,93
6938,93
6799,93
7071,93
7073,93
8028,93
7669,93
623,93
679,93
862,93
1147,93
1218,93
1485,93
1057,93
11,93
221,93
114,93
111,93
136,93
264,93
8907,93
8968,93
8516,93
8569,93
8700,93
9109,93
9338,93
9078,93
9203,93
9173,93
1753,93
1819,93
1860,93
1710,93
2275,93
2225,93
2064,93
2461,93
2378,93
2273,93
2174,93
2023,93
2117,93
3030,93
3489,93
3026,93
3320,93
3116,93
3456,93
3168,93
3408,93
3029,93
3105,93
3267,93
3464,92
3360,92
3355,92
5885,92
5621,92
6110,92
6339,92
6432,92
6343,92
6275,92
6062,92
3834,92
3980,92
3886,92
5475,92
5467,92
5498,92
5345,92
5036,92
5329,92
5485,92
4508,92
4722,92
4938,92
4877,92
4515,92
4246,92
4342,92
4376,92
6501,92
6894,92
6673,92
6743,92
6503,92
6748,92
6796,92
7492,92
7085,92
7341,92
7399,92
7352,92
7054,92
8011,92
8450,92
8456,92
7942,92
7742,92
7610,92
641,92
562,92
618,92
535,92
652,92
808,92
1330,92
1204,92
1078,92
409,92
396,92
375,92
8788,92
8744,92
8806,92
8541,92
8934,92
8660,92
8712,92
8709,92
8903,92
8595,92
8615,92
9088,92
9457,92
1906,92
1931,92
1714,92
1950,92
1810,92
1884,92
1534,92
1503,92
2330,92
2417,92
2337,92
2020,92
2748,92
2897,92
2780,91
2632,91
2941,91
2630,91
2860,91
2625,91
2790,91
5814,91
5704,91
5816,91
5653,91
5909,91
5681,91
5997,91
6137,91
6458,91
6072,91
3720,91
3601,91
3874,91
3917,91
3922,91
3777,91
3643,91
5026,91
5265,91
4787,91
4948,91
4701,91
4587,91
4963,91
4800,91
4539,91
4817,91
4890,91
4918,91
4393,91
4350,91
4141,91
4267,91
4192,91
6815,91
6657,91
7186,91
7250,91
7126,91
7080,91
7359,91
7225,91
7108,91
8179,91
8252,91
8333,91
8010,91
8282,91
8173,91
8319,91
7955,91
7623,91
7672,91
7993,91
7560,91
609,91
881,91
648,91
997,91
1118,91
1427,91
1369,91
1431,91
1225,91
1170,91
1029,91
1239,91
128,91
453,91
468,91
8886,91
8683,91
8731,91
8791,91
8759,91
8972,91
9445,91
9233,91
9381,91
9058,91
9330,91
9428,91
9449,91
1629,91
1748,91
2030,91
2088,91
2420,91
2475,91
2473,91
2104,91
3167,91
3019,91
3306,91
3285,91
3387,91
3270,91
3190,91
3388,91
3233,90
3415,90
3040,90
3217,90
3214,90
3484,90
5583,90
5900,90
5933,90
5891,90
5965,90
6015,90
6262,90
6012,90
3745,90
3967,90
3929,90
3519,90
3518,90
5097,90
5085,90
5196,90
5208,90
5068,90
4921,90
4658,90
4882,90
4726,90
4965,90
4536,90
4770,90
4785,90
4831,90
4341,90
4250,90
4396,90
4372,90
4088,90
4365,90
6834,90
6552,90
6910,90
6854,90
6643,90
6558,90
6853,90
6719,90
6717,90
6797,90
6692,90
7159,90
7261,90
7471,90
8270,90
7970,90
7941,90
7743,90
7572,90
7689,90
7606,90
7927,90
697,90
1240,90
1169,90
280,90
429,90
417,90
8594,90
8889,90
8508,90
8949,90
9025,90
9421,90
1745,90
1595,90
1752,90
1708,90
1555,90
1547,90
1717,90
1948,90
1579,90
2109,90
2308,90
2293,90
2934,90
2642,90
2656,90
2856,90
2886,90
2552,89
2894,89
2833,89
2939,89
2777,89
2622,89
2719,89
5581,89
5976,89
5817,89
5998,89
5969,89
6483,89
6296,89
6055,89
3924,89
3968,89
3575,89
3722,89
3940,89
3547,89
3899,89
5429,89
5039,89
5457,89
5037,89
5332,89
5423,89
5160,89
4608,89
4815,89
4902,89
4570,89
4513,89
4709,89
4359,89
6935,89
6602,89
6966,89
7489,89
7091,89
7258,89
7235,89
7307,89
7149,89
8221,89
8411,89
8383,89
8164,89
8428,89
7600,89
7574,89
7682,89
7917,89
7706,89
7793,89
7660,89
7749,89
7722,89
7634,89
579,89
811,89
515,89
699,89
691,89
1387,89
1252,89
1163,89
327,89
267,89
145,89
104,89
182,89
311,89
243,89
477,89
202,89
164,89
8952,89
8742,89
